Column1,Firmware_CRC32,Battery_Volt_Test,Vcc_Volt_Test,Running_Curr_Test,Modem_FW_Test,Modem_IMEI_Test,SIM_ICCID_Test,Crystal_Test_ppm,Crystal_Test_kHz,Crystal_Test_Hz,Standby_Curr_Test,Sleep_Curr_Test,Fail,Final_Result,DATE_TIME,TESTER_ID,TEAM_SN,Operator,Test_Start_Time,Test_Finish_Time,Test_Total_Time,Antenna_RSSI,Check_SW1_Test,Check_SW2_Test,Processor_Functional,Measure_Light_Sensor_Dark,Measure_Light_Sensor_Light,Measure_Temp_Sensor,Check_Memory_EEPROM,Led1_On,Led2_On,Check_Jumper,
KHGTZ002S0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.056,3.311,41.576,'M95FAR02A08,'860037055118062,'89460800235130482916,-5.15656,32.76783103,0.99999478,6.211,6.132,,PASS,2021.11.12 7:44:53 PM,SST_SugarLoaf#2(Tester_1),5211110000545,36254,2021.11.12 7:38:09 PM,2021.11.12 7:44:53 PM,00:06:39,20,0x01,0x01,0x55,0,2.49,83.1,0x01,Color detected Color detected ,Color detected Color detected ,51 01
KHHTZ00C90,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.07,3.302,68.545,'M95FAR02A08,'860037055190780,'89460800235131536967,-0.32218,32.7679894429196,0.999999620677878,6.071,5.987,,PASS,2022.08.16 02:30:58 PM,SST_SugarLoaf#2(Tester_2),5220620014466,81155,2022.08.16 02:23:46 PM,2022.08.16 02:30:58 PM,00:07:12,18,0x01,0x01,0x55,0,2.48,85.3,0x01,Color detected Color detected ,Color detected Color detected ,51 01
KHGTZ00HR0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.088,3.313,15.233,'M95FAR02A08,'863192050894956,'89460800235131619003,3.99475,32.7681309,1.0000039768,6.461,7.017,-,PASS,2022.08.15 22:32:54,SST Sugarloaf#1,5220620014707,81087,2022.08.15 22:25:53,2022.08.15 22:32:54,'00:07:01,19,0x01,0x01,0x55,0,2.49,79.7,0x01,Color detected,Color detected,51 01
KHGTZ00MR0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.021,3.313,82.495,'M95FAR02A08,'863192050735779,'89460800235131617957,1.90739,32.7680625015131,1.00000189019726,6.092,5.738,,PASS,2022.08.15 06:15:54 PM,SST_SugarLoaf#2(Tester_3),5220620014467,81155,2022.08.15 06:09:21 PM,2022.08.15 06:15:54 PM,00:06:32,16,0x01,0x01,0x55,0,2.48,83.5,0x01,Color detected Color detected ,Color detected Color detected ,51 01
KHGTZ00W60,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.061,3.317,15.435,'M95FAR02A08,'863192050894253,'89460800235131618898,-6.81458,32.7677767,0.999993177,6.289,11.771,-,PASS,2022.08.16 01:38:43,SST Sugarloaf#1,5220620014713,81087,2022.08.16 01:32:09,2022.08.16 01:38:43,'00:06:34,18,0x01,0x01,0x55,0,2.5,80,0x01,Color detected,Color detected,51 01
KHGTZ00WF0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.099,3.305,17.407,'M95FAR02A08,'863192050894337,'89460800235131618880,-6.71082,32.7677801,0.999993517,9.504,5.311,-,PASS,2022.08.16 01:38:20,SST Sugarloaf#1,5220620014714,81087,2022.08.16 01:32:08,2022.08.16 01:38:20,'00:06:12,18,0x01,0x01,0x55,0,2.48,79.9,0x01,Color detected,Color detected,51 01
KHGTZ00W10,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.987,3.304,17.783,'M95FAR02A08,'863192050894279,'89460800235131618914,4.91028,32.7681609,1.0000049058,9.342,6.334,-,PASS,2022.08.16 01:39:12,SST Sugarloaf#1,5220620014711,81087,2022.08.16 01:32:09,2022.08.16 01:39:12,'00:07:03,15,0x01,0x01,0x55,0,2.47,79.5,0x01,Color detected,Color detected,51 01
KHGTZ014P0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.091,3.322,15.415,'M95FAR02A08,'863192050901207,'89460800235131618856,-5.52673,32.7678189,0.9999944808,5.405,10.6,-,PASS,2022.08.16 03:14:38,SST Sugarloaf#1,5220620014737,81087,2022.08.16 03:07:13,2022.08.16 03:14:38,'00:07:25,19,0x01,0x01,0x55,0,2.5,79.9,0x01,Color detected,Color detected,51 01
KHGTZ002Q0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,5.975,3.324,68.413,'M95FAR02A08,'860037055119482,'89460800235130482577,0.38246,32.7680125323025,1.00000034216646,6.067,5.511,,PASS,2021.11.12 07:31:27 PM,SST_SugarLoaf#2(Tester_5),5211110000220,36254,2021.11.12 07:25:21 PM,2021.11.12 07:31:27 PM,00:06:05,18,0x01,0x01,0x55,0,2.47,80.7,0x01,Color detected Color detected ,Color detected Color detected ,51 01
KHGTZ002D0,TTGeoEagle_2G_v1.02.00.04_27APR21.mot,6.019,3.302,76.398,'M95FAR02A08,'860037055116843,'89460800235128510819,-6.08459,32.76780062,0.9999939,6.133,5.943,,PASS,2021.11.12 5:27:10 PM,SST_SugarLoaf#2(Tester_5),5211110000351,36254,2021.11.12 5:20:36 PM,2021.11.12 5:27:10 PM,00:06:30,18,0x01,0x01,0x55,0,2.48,81.8,0x01,Color detected Color detected ,Color detected Color detected ,51 01
